爱不爱	aba
睡不着	ubv
说不完	ubw
睡不醒	ubx
上半夜	uby
收藏品	ucp
水电费	udf
十多个	udg
说得好	udh
圣诞节	udj
收到没	udm
十多年	udn
十多人	udr
手电筒	udt
山东省	udu
十二岁	ues
十二月	uey
说服力	ufl
身份证	ufv
山沟沟	ugg
摔跟头	ugt
上个月	ugy
耍花腔	uhq
十几岁	ujs
石家庄	ujv
时刻表	ukb
顺口溜	ukl
社科院	uky
十来个	ulg
水灵灵	ull
耍流氓	ulm
说了算	uls
水龙头	ult
生理学	ulx
势利眼	uly
神秘感	umg
书名号	umh
双面胶	umj
生命力	uml
生闷气	umq
水蜜桃	umt
说明书	umu
实名制	umv
生命线	umx
守门员	umy
数目字	umz
少年宫	ung
伤脑筋	unj
水平高	upg
水平面	upm
适配器	upq
水平线	upx
受气包	uqb
说清楚	uqi
失去了	uql
数千年	uqn
十七岁	uqs
申请书	uqu
双曲线	uqx
输入法	urf
双人床	uri
双刃剑	urj
收容所	urs
十三点	usd
手推车	uti
伤透了	utl
竖条纹	utw
试探性	utx
晒太阳	uty
摄氏度	uud
省政府	uvf
手指头	uvt
深圳市	uvu
受制于	uvy
商务舱	uwc
上午好	uwh
税务局	uwj
失误了	uwl
视网膜	uwm
生物圈	uwq
事务所	uws
啥问题	uwt
十位数	uwu
爽歪歪	uww
手续费	uxf
说瞎话	uxh
实习期	uxq
双休日	uxr
受限制	uxv
上下文	uxw
受限于	uxy
十月份	uyf
上一个	uyg
双引号	uyh
啥意思	uys
收银台	uyt
是一种	uyv
是因为	uyw
试一下	uyx
皱巴巴	vbb
真不错	vbc
找不到	vbd
只不过	vbg
准备好	vbh
猪八戒	vbj
睁不开	vbk
准备了	vbl
这不是	vbu
找不着	vbv
装不下	vbx
这辈子	vbz
这段话	vdh
知道吗	vdm
正当年	vdn
这倒是	vdu
支付宝	vfb
正方形	vfx
这个月	vgy
主持人	vir
芝加哥	vjg
这句话	vjh
这几年	vjn
椎间盘	vjp
这几天	vjt
逐客令	vkl
这可是	vku
准考证	vkv
重口味	vkw
只可惜	vkx
中科院	vky
纸老虎	vlh
着凉了	vll
这两天	vlt
这么笨	vmb
捉迷藏	vmc
这么多	vmd
这么贵	vmg
这么好	vmh
这么长	vmi
这么久	vmj
这么慢	vmm
这么难	vmn
这么胖	vmp
这么巧	vmq
掌门人	vmr
皱眉头	vmt
这么说	vmu
中美洲	vmv
这么晚	vmw
这么想	vmx
这么远	vmy
这么早	vmz
执牛耳	vne
中南海	vnh
滞纳金	vnj
正能量	vnl
中年人	vnr
这年头	vnt
只能说	vnu
指南针	vnv
制片人	vpr
占便宜	vpy
正前方	vqf
中秋节	vqj
知其然	vqr
知其一	vqy
主人翁	vrw
涨停板	vtb
转托管	vtg
直通车	vti
状态栏	vtl
真他妈	vtm
猪头肉	vtr
直挺挺	vtt
重头戏	vtx
猪蹄子	vtz
正准备	vvb
转折点	vvd
这种事	vvu
中文版	vwb
中午好	vwh
中文名	vwm
中小板	vxb
照相馆	vxg
照相机	vxj
执行力	vxl
这些年	vxn
这些天	vxt
中学生	vxu
只限于	vxy
直性子	vxz
职业病	vyb
这一次	vyc
扎伊尔	vye
障眼法	vyf
找一个	vyg
转眼间	vyj
这一块	vyk
注意力	vyl
至于吗	vym
转一圈	vyq
这也算	vys
这一天	vyt
中英文	vyw
这样子	vyz
栀子花	vzh
喂不饱	wbb
窝边草	wbc
王八蛋	wbd
五笔画	wbh
完不成	wbi
忘不了	wbl
玩不起	wbq
无不是	wbu
玩不转	wbv
误操作	wcz
无底洞	wdd
五大洲	wdv
沃尔玛	wem
沃尔沃	wew
乌干达	wgd
晚高峰	wgf
温哥华	wgh
乌骨鸡	wgj
玩够了	wgl
亡国奴	wgn
外国人	wgr
五个月	wgy
五个字	wgz
五花肉	whr
完成了	wil
无重码	wim
未成年	win
无产者	wiv
乌克兰	wkl
五颗星	wkx
胃溃疡	wky
忘了吧	wlb
五六点	wld
窝里反	wlf
乌拉圭	wlg
网络化	wlh
乌龙茶	wli
往来款	wlk
无理码	wlm
五六年	wln
乌龙球	wlq
五六岁	wls
玩两天	wlt
问了问	wlw
物理学	wlx
五粮液	wly
雾蒙蒙	wmm
亡命徒	wmt
无名氏	wmu
窝囊废	wnf
万能键	wnj
玩腻了	wnl
窝囊气	wnq
威尼斯	wns
毋宁说	wnu
挖墙脚	wqj
无人机	wrj
万人迷	wrm
污染源	wry
为什么	wsm
外孙女	wsn
乌托邦	wtb
渥太华	wth
无条件	wtj
维他命	wtm
委托人	wtr
问题是	wtu
卫生间	wuj
无障碍	wva
无政府	wvf
尾椎骨	wvg
无纸化	wvh
无止境	wvj
文绉绉	wvv
完整性	wvx
无外乎	wwh
呜呜呜	www
无线电	wxd
胃下垂	wxi
五星级	wxj
五线谱	wxp
危险期	wxq
外星人	wxr
无形中	wxv
无线网	wxw
危险性	wxx
晚一步	wyb
晚一点	wyd
玩意儿	wye
五月份	wyf
无用功	wyg
无意间	wyj
无压力	wyl
维也纳	wyn
武夷山	wyu
无意中	wyv
文言文	wyw
问一下	wyx
无异于	wyy
乌鸦嘴	wyz
外祖父	wzf
屋子里	wzl
外祖母	wzm
五子棋	wzq
晚自习	wzx
想不到	xbd
信不过	xbg
想不开	xbk
行不行	xbx
下次吧	xcb
下次见	xcj
写错了	xcl
小聪明	xcm
瞎操心	xcx
小弟弟	xdd
小地方	xdf
信得过	xdg
闲得慌	xdh
想得开	xdk
想得美	xdm
想当年	xdn
想当然	xdr
行得通	xdt
现代文	xdw
相对性	xdx
相当于	xdy
小动作	xdz
希尔顿	xed
小而精	xej
小儿科	xek
形而上	xeu
形而下	xex
小幅度	xfd
媳妇儿	xfe
悬浮窗	xfi
兴奋剂	xfj
消费品	xfp
消费者	xfv
新发现	xfx
消防员	xfy
修改版	xgb
小高层	xgc
香港岛	xgd
小哥哥	xgg
性高潮	xgi
膝关节	xgj
习惯了	xgl
小姑娘	xgn
习惯性	xgx
下个月	xgy
洗个澡	xgz
小伙伴	xhb
信号灯	xhd
歇会儿	xhe
笑呵呵	xhh
学会了	xhl
喜欢吗	xhm
瞎胡闹	xhn
向后转	xhv
下划线	xhx
现阶段	xjd
小轿车	xji
小姐姐	xjj
小金库	xjk
新加坡	xjp
陷进去	xjq
心绞痛	xjt
相较于	xjy
想了想	xlx
叙利亚	xly
下马威	xmw
小蛮腰	xmy
橡皮泥	xpn
想清楚	xqi
想起来	xql
星期天	xqt
泄私愤	xsf
笑死了	xsl
小算盘	xsp
吓死人	xsr
先天性	xtx
洗手间	xuj
显示器	xuq
学术性	xux
修正版	xvb
想知道	xvd
下周二	xve
瞎指挥	xvh
新专辑	xvj
下周六	xvl
下周末	xvm
下周日	xvr
下周三	xvs
象征性	xvx
下周一	xvy
下午好	xwh
下午茶	xwi
洗碗机	xwj
想歪了	xwl
想问下	xwx
夏威夷	xwy
谢谢你	xxn
小心眼	xxy
下一个	xyg
西游记	xyj
匈牙利	xyli
小意思	xys
心脏病	xzb
写字间	xzj
写字楼	xzl
瞎琢磨	xzm
协奏曲	xzq
闲杂人	xzr
选择题	xzt
选择性	xzx
写作业	xzy
一部分	ybf
也不算	ybs
又不是	ybu
原材料	ycl
一次性	ycx
一点儿	yde
一顿饭	ydf
一等功	ydg
一大串	ydi
一等奖	ydj
一大口	ydk
意大利	ydl
源代码	ydm
雅典娜	ydn
一大片	ydp
一大群	ydq
胰岛素	yds
冤大头	ydt
有点事	ydu
亚丁湾	ydw
运动鞋	ydx
一大早	ydz
一分货	yfh
预付款	yfk
引发了	yfl
一方面	yfm
一分钱	yfq
一分钟	yfv
一封信	yfx
依附于	yfy
一份子	yfz
一个班	ygb
一个词	ygc
应该的	ygd
一公分	ygf
一个个	ygg
一锅烩	ygh
一个梦	ygm
一股脑	ygn
荧光屏	ygp
一个人	ygr
应该是	ygu
一个钟	ygv
一个月	ygy
一个字	ygz
晕乎乎	yhh
一句话	yjh
郁金香	yjx
一览表	ylb
一两次	ylc
一两点	yld
医疗费	ylf
一两个	ylg
一两回	ylh
一连串	yli
伊拉克	ylk
又来了	yll
跃龙门	ylm
一两年	yln
娱乐圈	ylq
一两天	ylt
原来是	ylu
意料中	ylv
一揽子	ylz
有毛病	ymb
油麦菜	ymc
一面倒	ymd
爷们儿	yme
妖魔化	ymh
压马路	yml
一幕幕	ymm
一毛钱	ymq
虞美人	ymr
一码事	ymu
一秒钟	ymv
亚马逊	ymx
有没有	ymy
夜猫子	ymz
一年级	ynj
云南省	ynu
一屁股	ypg
有魄力	ypl
一平米	ypm
一片片	ypp
硬碰硬	ypy
优缺点	yqd
右前方	yqf
一千个	yqg
邀请函	yqh
元器件	yqj
眼前亏	yqk
用起来	yql
雨凄凄	yqq
尤其是	yqu
有气质	yqv
愚人节	yrj
以色列	ysl
一条路	ytl
艺术性	yux
圆珠笔	yvb
眼中钉	yvd
一阵风	yvf
一枝花	yvh
一指禅	yvi
有主见	yvj
意志力	yvl
验证码	yvm
一整天	yvt
以致于	yvy
一阵子	yvz
一万个	ywg
源文件	ywj
依我看	ywk
英文名	ywm
一万年	ywn
有问题	ywt
一晚上	ywu
意味着	ywv
洋娃娃	yww
业务员	ywy
也许吧	yxb
鱼腥草	yxc
一想到	yxd
右下方	yxf
右下角	yxj
一系列	yxl
音形码	yxm
预选赛	yxs
一席谈	yxt
一小时	yxu
印象中	yxv
一下午	yxw
有效性	yxx
亚细亚	yxy
一下子	yxz
优越感	yyg
有缘人	yyr
摇摇头	yyt
原子能	yzn
一座座	yzz
做不到	zbd
做不出	zbi
资本家	zbj
走不开	zbk
做不了	zbl
总不能	zbn
再不然	zbr
坐不住	zbv
赞比亚	zby
最低分	zdf
做到了	zdl
罪恶感	zeg
字符串	zfi
字符集	zfj
自个儿	zge
最高分	zgf
走过场	zgi
足够了	zgl
栽跟头	zgt
自豪感	zhg
组合键	zhj
咋回事	zhu
综合性	zhx
总觉得	zjd
钻空子	zkz
自留地	zld
脏乱差	zli
紫罗兰	zll
自来水	zlu
坐落在	zlz
怎么办	zmb
怎么读	zmd
怎么搞	zmg
怎么会	zmh
怎么成	zmi
怎么就	zmj
怎么看	zmk
怎么了	zml
怎么能	zmn
怎么破	zmp
自贸区	zmq
自媒体	zmt
怎么说	zmu
怎么着	zmv
怎么玩	zmw
怎么写	zmx
怎么样	zmy
怎么做	zmz
怎能说	znu
灾难性	znx
左撇子	zpz
左前方	zqf
最起码	zqm
责任感	zrg
自认为	zrw
最容易	zry
座谈会	zth
糟蹋了	ztl
遭天谴	ztq
总体上	ztu
座上宾	zub
暂时性	zux
自制力	zvl
自治区	zvq
杂志社	zvu
走弯路	zwl
走为上	zwu
做文章	zwv
紫外线	zwx
左下方	zxf
最喜欢	zxh
自行车	zxi
左下角	zxj
坐下来	zxl
早些年	zxn
在校生	zxu
自信心	zxx
再一次	zyc
早一点	zyd
自由化	zyh
座右铭	zym
在一起	zyq
昂昂不动	aabd
嗷嗷待哺	aadb
嗷嗷待食	aads
昂昂得意	aady
哀哀父母	aafm
挨挨抢抢	aaqq
嗷嗷无告	aawg
安安稳稳	aaww
哀哀欲绝	aayj
昂昂自若	aazr
挨挨拶拶	aazz
按兵不动	abbd
按兵不举	abbj
哀兵必胜	abbs
鏖兵赤壁	abcb
安步当车	abdc
安邦定国	abdg
阿鼻地狱	abdy
暗冰反射	abfs
按部就班	abjb
按部就队	abjd
阿鼻叫唤	abjh
傲不可长	abkz
鞍不离马	ablm
爱不忍释	abrs
按兵束甲	absj
案兵束甲	absj
爱不释手	abss
案兵无动	abwd
安不忘危	abww
安不忘虞	abwy
安邦治国	abzg
阿保之功	abzg
阿保之劳	abzl
安常处顺	accs
暗锤打人	acdr
熬肠刮肚	acgd
暗潮湖岸	acha
爱才怜弱	aclr
安常履顺	acls
暗察明访	acmf
安车蒲轮	acpl
昂藏七尺	acqc
爱才如渴	acrk
爱才若渴	acrk
安车软轮	acrl
爱财如命	acrm
安常守分	acsf
安常守故	acsg
安常习故	acxg
暗潮营地	acyd
暗度陈仓	adcc
暗淡幻象	adhx
暗度金针	adjz
案牍劳形	adlx
安堵乐业	adly
暗斗明争	admz
安堵如常	adrc
安堵如故	adrg
挨打受骂	adsm
挨打受气	adsq
黯淡无光	adwg
安度晚年	adwn
案牍之劳	adzl
哀而不伤	aebs
挨饿受冻	aesd
挨风缉缝	afjf
安分洁已	afjy
鳌愤龙愁	aflc
爱非其道	afqd
安分守己	afsj
安分守理	afsl
安分守命	afsm
艾发衰容	afsr
安分随时	afss
安分守已	afsy
安分守拙	afsz
安分循理	afxl
安富恤贫	afxp
爱富嫌贫	afxp
安富恤穷	afxq
安富尊荣	afzr
安分知足	afzz
暗缚之指	afzz
阿狗阿猫	agam
阿姑阿翁	agaw
哀告宾服	agbf
暗钢飞刀	agfd
安国富民	agfm
傲骨嶙嶙	agll
安国宁家	agnj
爱国如家	agrj
熬更守夜	agsy
哀感天地	agtd
傲骨天生	agts
哀感顽艳	agwy
岸谷之变	agzb
哀感中年	agzn
安故重迁	agzq
哀鸿遍地	ahbd
哀鸿遍野	ahby
安魂定魄	ahdp
哀毁骨立	ahgl
哀毁瘠立	ahjl
哀鸿满路	ahml
爱恨情仇	ahqi
爱鹤失众	ahsz
懊悔无及	ahwj
黯晦消沉	ahxc
爱河永浴	ahyy
挨家按户	ajah
挨家挨户	ajah
按甲不出	ajbc
按军不动	ajbd
按甲不动	ajbd
挨肩并足	ajbz
挨肩擦背	ajcb
挨肩擦膀	ajcb
捱肩擦背	ajcb
哀矜惩创	ajcc
挨肩擦脸	ajcl
案剑瞋目	ajcm
挨肩叠背	ajdb
挨肩搭背	ajdb
挨肩叠足	ajdz
阿娇金屋	ajjw
僾见忾闻	ajkw
安家落户	ajlh
安居乐俗	ajls
安居虑危	ajlw
安家乐业	ajly
安家立业	ajly
安居乐业	ajly
暗箭明枪	ajmq
暗剑难防	ajnf
暗箭难防	ajnf
按甲寝兵	ajqb
暗箭伤人	ajsr
哀矜勿喜	ajwx
按甲休兵	ajxb
熬姜呷醋	ajxc
暗礁险滩	ajxt
按迹循踪	ajxz
鞍甲之劳	ajzl
暗箭中人	ajzr
阿匼取容	akqr
熬枯受淡	aksd
爱口识羞	aksx
碍口识羞	aksx
哀梨并剪	albj
安良除暴	alcb
爱礼存羊	alcy
爱老慈幼	alcy
鳌里夺尊	aldz
安老怀少	alhs
安乐世界	alsj
谙练通达	altd
暗绿稀红	alxh
哀梨蒸食	alzs
阿郎杂碎	alzs
阿猫阿狗	amag
挨门挨户	amah
暧昧不明	ambm
傲慢不逊	ambx
敖慢不逊	ambx
鳌鸣鳖应	amby
安眉带眼	amdy
爱毛反裘	amfq
安民济物	amjw
鞍马劳顿	amld
鞍马劳倦	amlj
鞍马劳困	amlk
鞍马劳神	amls
爱莫能助	amnz
爱民如子	amrz
傲慢少礼	amsl
傲慢无礼	amwl
爱莫为助	amwz
爱民恤物	amxw
安民则惠	amzh
挨门逐户	amzh
鞍马之劳	amzl
暧昧之情	amzq
按名责实	amzs
暧昧之事	amzs
爱莫之助	amzz
爱莫助之	amzz
按捺不下	anbx
按捺不住	anbz
騃女痴儿	ance
碍难从命	ancm
騃女痴男	ancn
傲睨得志	andz
阿娜多姿	andz
安难乐死	anls
安内攮外	annw
安内攘外	anrw
阿娜妩媚	anwm
傲睨万物	anww
傲睨一切	anyq
傲睨一世	anys
碍难遵命	anzm
傲睨自若	anzr
阿毗地狱	apdy
阿平绝倒	apjd
安贫乐道	apld
安贫乐贱	aplj
安贫守道	apsd
按辔徐行	apxx
安贫知命	apzm
暗气暗恼	aqan
哀穷悼屈	aqdq
按强扶弱	aqfr
爱妾换马	aqhm
阿权膴仕	aqhs
鞍前马后	aqmh
矮墙浅屋	aqqw
爱钱如命	aqrm
熬清受淡	aqsd
熬清守淡	aqsd
安其所习	aqsx
哀戚之情	aqzq
爱亲做亲	aqzq
按强助弱	aqzr
傲然矗立	arcl
岸然道貌	ardm
昂然而入	arer
矮人观场	argc
爱人好士	arhs
黯然魂消	arhx
黯然魂销	arhx
矮人看场	arkc
蔼然可亲	arkq
矮人看戏	arkx
爱人利物	arlw
傲然睥睨	arpn
安如磐石	arps
安然如故	arrg
蔼然仁者	arrz
安弱守雌	arsc
黯然伤神	arss
黯然失色	arss
黯然神伤	arss
傲然挺立	artl
安如泰山	arts
安若泰山	arts
暗弱无断	arwd
安忍无亲	arwq
安然无事	arws
黯然无色	arws
安然无恙	arwy
黯然销魂	arxh
爱日惜力	arxl
爱如已出	aryc
爱人以德	aryd
傲然屹立	aryl
安忍阻兵	arzb
爱如珍宝	arzb
昂然自得	arzd
安忍之怀	arzh
昂然直入	arzr
昂然自若	arzr
碍手碍脚	asaj
暗室不欺	asbq
安时处顺	ascs
安神定魄	asdp
捱三顶四	asds
挨三顶五	asdw
捱三顶五	asdw
傲霜斗雪	asdx
暗室逢灯	asfd
安生服业	asfy
爱素好古	ashg
哀丝豪肉	ashr
哀丝豪竹	ashz
傲上矜下	asjx
昂首阔步	askb
暗室亏心	askx
安室利处	aslc
安身立命	aslm
傲霜凌雪	aslx
安生乐业	asly
安身乐业	asly
安身立业	asly
安世默识	asms
昂首齐步	asqb
暗送秋波	asqb
傲世轻才	asqc
挨丝切缝	asqf
阿顺取容	asqr
傲世轻物	asqw
暗室求物	asqw
暗室欺心	asqx
哀思如潮	asrc
安适如常	asrc
挨山塞海	assh
阿私所好	assh
卬首信眉	assm
昂首伸眉	assm
安世三箧	assq
哀死事生	asss
暗室私心	assx
唉声叹气	astq
昂首天外	astw
昂首挺胸	astx
安身为乐	aswl
暗室屋漏	aswl
暗室无欺	aswq
傲世妄荣	aswr
傲世忘荣	aswr
爱生恶死	asws
昂首望天	aswt
阿私下比	asxb
阿世徇俗	asxs
傲头傲脑	atan
鳌头独步	atdb
鳌头独占	atdz
哀天叫地	atjd
卬头阔步	atkb
昂头阔步	atkb
安土恋本	atlb
安土乐业	atly
按图索骏	atsj
按图索骥	atsj
昂头天外	attw
昂头挺胸	attx
哀恸顽艳	atwy
安土息民	atxm
哀痛欲绝	atyj
安土重居	atzj
安土重旧	atzj
安土重迁	atzq
爱屋及乌	awjw
爱屋及屋	awjw
案无留牍	awld
安危冷暖	awln
爱物仁民	awrm
暗无天日	awtr
阿魏无真	awwz
安危相易	awxy
安危与共	awyg
安危之机	awzj
安心定志	axdz
熬心费力	axfl
安详恭敬	axgj
哀喜交并	axjb
安行疾斗	axjd
矮小精悍	axjh
安心立命	axlm
傲雪凌霜	axls
安心乐业	axly
安心乐意	axly
安心落意	axly
傲贤慢士	axms
爱贤念旧	axnj
傲雪欺霜	axqs
昂霄耸壑	axsh
暗香疏影	axsy
安心恬荡	axtd
爱惜羽毛	axym
安闲自得	axzd
遨翔自得	axzd
按需知密	axzm
按行自抑	axzy
安闲自在	axzz
爱远恶近	ayej
熬油费火	ayfh
安于覆盂	ayfy
阿意苟合	aygh
安于故俗	aygs
案萤干死	aygs
聱牙戟口	ayjk
聱牙佶屈	ayjq
聱牙诘屈	ayjq
聱牙诘曲	ayjq
謷牙诘屈	ayjq
安于磐石	ayps
暗约私期	aysq
安于所习	aysx
阿意顺旨	aysz
鳌鱼脱钓	aytd
暗约偷期	aytq
安于泰山	ayts
盎盂相击	ayxj
盎盂相敲	ayxq
哀乐相生	ayxs
安于现状	ayxz
安营下寨	ayxz
安于一隅	ayyy
哀乐中节	ayzj
安营扎寨	ayzz
碍足碍手	azas
安坐待毙	azdb
安枕而卧	azew
爱憎分明	azfm
矮子观场	azgc
鳌掷鲸呿	azjq
鳌掷鲸吞	azjt
矮子看戏	azkx
暗中摸索	azms
暗中倾轧	azqy
爱之如宝	azrb
爱者如宝	azrb
安之若固	azrg
安之若命	azrm
安之若素	azrs
阿尊事贵	azsg
阿旨顺情	azsq
爱憎无常	azwc
爱之炫光	azxg
暗中作梗	azzg
安宅正路	azzl
不安本分	babf
悲哀衬肩	bacj
不按君臣	bajc
博爱济群	bajq
饱谙经史	bajs
博爱济众	bajz
不谙礼节	balj
不安其室	baqs
不安其位	baqw
饱谙世故	basg
不谙事务	basw
悲哀使者	basz
背暗投明	batm
不谙世事	bauu
不安小成	baxc
不安于室	bays
不安于位	bayw
勃暗作色	bazs
悲哀之杖	bazz
兵不逼好	bbbh
不卑不亢	bbbk
百败不折	bbbz
北部城墙	bbcq
败笔成丘	bbcq
百弊丛生	bbcs
百病丛生	bbcs
百不存一	bbcy
百步穿杨	bbcy
蚌病成珠	bbcz
步步登高	bbdg
八拜定交	bbdj
掤扒吊拷	bbdk
绷巴吊拷	bbdk
绷扒吊拷	bbdk
百般刁难	bbdn
包办代替	bbdt
百不当一	bbdy
百不得一	bbdy
逼不得已	bbdy
奔波尔霸	bbeb
百般奉承	bbfc
本本分分	bbff
败部复活	bbfh
背碑覆局	bbfj
报本反始	bbfs
百般抚慰	bbfw
不避斧钺	bbfy
八百孤寒	bbgh
抱冰公事	bbgs
步步高升	bbgs
摆八挂阵	bbgz
北部海岸	bbha
白斑黑豹	bbhb
百病回春	bbhc
半壁河山	bbhs
百不获一	bbhy
抱宝怀珍	bbhz
鞭不及腹	bbjf
巴巴急急	bbjj
巴巴结结	bbjj
彬彬济济	bbjj
边边角角	bbjj
变本加厉	bbjl
背本就末	bbjm
补弊救偏	bbjp
兵不接刃	bbjr
比比皆然	bbjr
半壁江山	bbjs
比比皆是	bbjs
八病九痛	bbjt
不避艰险	bbjx
班班可稽	bbkj
班班可考	bbkk
不卜可知	bbkz
步步莲花	bblh
不避劳苦	bblk
半半拉拉	bbll
半半路路	bbll
奔波劳碌	bbll
斑驳陆离	bbll
炳炳烺烺	bbll
炳炳麟麟	bbll
半部论语	bbly
笔饱墨酣	bbmh
斑白毛皮	bbmp
抱布贸丝	bbms
必不挠北	bbnb
饱病难医	bbny
别抱琵琶	bbpp
补敝起废	bbqf
不辨清浑	bbqh
跛鳖千里	bbql
背本趋末	bbqm
抱表寝绳	bbqs
不变其文	bbqw
不避强御	bbqy
白壁青蝇	bbqy
白璧青蝇	bbqy
闭壁清野	bbqy
不辨清浊	bbqz
不步人脚	bbrj
把臂入林	bbrl
奔播四出	bbsc
北部圣殿	bbsd
不避水火	bbsh
半壁山河	bbsh
不别菽麦	bbsm
不辨菽麦	bbsm
不避菽麦	bbsm
不辨菽粟	bbss
布帛菽粟	bbss
不便水土	bbst
暴病身亡	bbsw
白璧三献	bbsx
拔本塞源	bbsy
百不失一	bbsy
百不随一	bbsy
蚌病生珠	bbsz
背部突刺	bbtc
不避汤火	bbth
败壁颓垣	bbty
白板天子	bbtz
秉笔直书	bbvu
卑鄙无耻	bbwc
卑鄙龌龊	bbwc
百宝万货	bbwh
布被瓦器	bbwq
兵不污刃	bbwr
病病歪歪	bbww
白璧微瑕	bbwx
白璧无瑕	bbwx
步步为营	bbwy
彬彬文质	bbwz
鞭辟向里	bbxl
把臂徐去	bbxq
兵不血刃	bbxr
暴不肖人	bbxr
败不旋踵	bbxz
百不一存	bbyc
百不一贷	bbyd
褒贬与夺	bbyd
兵不由将	bbyj
百不一见	bbyj
彬彬有礼	bbyl
不拔一毛	bbym
兵不厌权	bbyq
百不一失	bbys
百不一爽	bbys
本本源源	bbyy
百不一遇	bbyy
褒贬扬抑	bbyy
兵不厌诈	bbyz
不白之谤	bbzb
不拔之策	bbzc
逋播之臣	bbzc
不败之地	bbzd
卑不足道	bbzd
不变之法	bbzf
笔补造化	bbzh
八拜之交	bbzj
八拜至交	bbzj
败兵折将	bbzj
半臂之力	bbzl
半臂之劳	bbzl
鞭辟着里	bbzl
博釆众美	bbzm
百般折磨	bbzm
背本逐末	bbzm
百般责难	bbzn
不宾之士	bbzs
北鄙之声	bbzs
悲不自胜	bbzs
秉笔直书	bbzs
不辨真伪	bbzw
不白之冤	bbzy
北鄙之音	bbzy
不拔之志	bbzz
本本正正	bbzz
炳炳凿凿	bbzz
白白朱朱	bbzz
鄙薄之志	bbzz
并存不悖	bcbb
不睬不瞅	bcbc
不瞅不睬	bcbc
彼此彼此	bcbc
半痴不颠	bcbd
把持不定	bcbd
不茶不饭	bcbf
半村半郭	bcbg
不存不济	bcbj
匕鬯不惊	bcbj
罢黜百家	bcbj
边尘不惊	bcbj
鞭长不及	bcbj
不痴不聋	bcbl
不聪不明	bcbm
半筹不纳	bcbn
不雌不雄	bcbx
半嗔半喜	bcbx
并垂不朽	bcbx
半筹不展	bcbz
百挫不折	bcbz
彼唱此和	bcch
百川朝海	bcch
拔丛出类	bccl
拔萃出类	bccl
拔萃出群	bccq
悲愁垂涕	bcct
搬唇递舌	bcds
兵挫地削	bcdx
不辞而别	bceb
抱才而困	bcek
不辞而行	bcex
背城而战	bcez
百川赴海	bcfh
不成方圆	bcfy
不测风云	bcfy
百川归海	bcgh
百尺竿头	bcgt
北窗高卧	bcgw
卑辞厚币	bchb
薄此厚彼	bchb
不差毫发	bchf
不差毫厘	bchl
卑辞厚礼	bchl
白草黄沙	bchs
包藏祸胎	bcht
包藏祸心	bchx
白草黄云	bchy
不存芥蒂	bcjd
剥床及肤	bcjf
备尝艰苦	bcjk
备尝艰难	bcjn
包藏奸心	bcjx
背城借一	bcjy
鞭长驾远	bcjy
别出机杼	bcjz
搬唇撅嘴	bcjz
病从口入	bckr
百川儡海	bclh
不辞劳苦	bclk
八窗玲珑	bcll
弊车羸马	bclm
不差累黍	bcls
败常乱俗	bcls
不辞劳怨	bcly
百辞莫辩	bcmb
鞭长莫及	bcmj
不揣冒昧	bcmm
半筹莫展	bcmz
弊车驽马	bcnm
搬唇弄舌	bcns
苞藏逆心	bcnx
背槽抛粪	bcpf
博采旁搜	bcps
白齿青眉	bcqm
便辞巧说	bcqs
博采穷搜	bcqs
博采群议	bcqy
薄唇轻言	bcqy
奔驰如电	bcrd
被宠若惊	bcrj
奔驰如雷	bcrl
宾从如云	bcry
碧草如茵	bcry
饱尝世故	bcsg
败材伤锦	bcsj
不出所料	bcsl
保存实力	bcsl
蔽聪塞明	bcsm
必操胜券	bcsq
抱残守缺	bcsq
补残守缺	bcsq
北槌哨塔	bcst
不成三瓦	bcsw
不差上下	bcsx
别出手眼	bcsy
抱诚守真	bcsz
不啻天地	bctd
不成体统	bctt
鞭笞天下	bctx
不啻天渊	bcty
悲从中来	bcvl
辩才无碍	bcwa
辩才无阂	bcwh
匕鬯无惊	bcwj
兵藏武库	bcwk
不惭屋漏	bcwl
兵出无名	bcwm
补疮剜肉	bcwr
百尺无枝	bcwz
辩才无滞	bcwz
别出心裁	bcxc
报仇雪耻	bcxc
北辰星拱	bcxg
报仇泄恨	bcxh
报仇雪恨	bcxh
备尝辛苦	bcxk
不辞辛劳	bcxl
奔出朽索	bcxs
奔车朽索	bcxs
拨草寻蛇	bcxs
不耻下问	bcxw
别出新意	bcxy
背驰于道	bcyd
鞭笞腰带	bcyd
别创一格	bcyg
别财异居	bcyj
褒采一介	bcyj
博采舆情	bcyq
不齿于人	bcyr
彼此一时	bcys
抱成一团	bcyt
背城一战	bcyz
不逞之辈	bczb
卑辞重币	bczb
博采众长	bczc
不存之地	bczd
拨草瞻风	bczf
